ID,Name,Description,Vegan,Vegetarian,Gluten Free,Contains Nuts,Checked Dietary,Category,Category Description,Brand Name,Modifier Group,Modifier Group Description
336,Serving of Country Breakfast Potatoes,,true,false,true,false,true,Breakfast Sides,,Marvin Gardens Catering,,
347,Individual Bottled Waters,,false,false,false,false,true,Drinks,,Ike's Place,,
348,Individual Assorted Sodas,,false,false,false,false,true,Drinks,,Ike's Place,,
349,Chocolate Chip Cookie,,false,false,false,false,true,Desserts,,Ike's Place,,
350,Oatmeal Raisin Cookie,,false,false,false,false,true,Desserts,,Ike's Place,,
351,Individual Assorted Bag of Chips,,false,false,false,false,true,Sides,,Ike's Place,,
352,Order of Fruit Salad,,true,false,true,false,true,Desserts,,Ike's Place,,
355,Individual Bottled Waters,,false,false,false,false,true,Drinks,,Kiss My Seoul,,
356,Individual Assorted Sodas,,false,false,false,false,true,Drinks,,Kiss My Seoul,,
382,Soda,,false,false,false,false,true,Drinks,,City Smoke House,,
383,Bottled water,,false,false,false,false,true,Drinks,,City Smoke House,,
384,Chocolate Chip Cookie,,false,true,false,false,true,Desserts,,City Smoke House,,
385,Oatmeal Raisin Cookie,,false,true,false,false,true,Desserts,,City Smoke House,,
388,Box of Coffee,"with milk, sugar, cups, etc.",false,false,false,false,true,Drinks,,Creative Ideas Catering  SF,,
389,Individual Assorted Sodas,,false,false,false,false,true,Drinks,,Creative Ideas Catering  SF,,
390,Bottled Water,,false,false,false,false,true,Drinks,,Creative Ideas Catering  SF,,
391,Freshly Baked Cookie,,false,true,false,false,true,Desserts,,Creative Ideas Catering  SF,,
392,Brownie,,false,true,false,false,true,Desserts,,Creative Ideas Catering  SF,,
393,Platter of Cheese & Fruit,,true,false,true,false,true,Sides,,Benvenuto Cafe,,
395,Individual Bottled Waters,,false,false,false,false,true,Drinks,,Estrellita,,
396,Assorted Soda,,false,false,false,false,true,Drinks,,Estrellita,,
397,Tray of Churros,Fried dough pastry filled with bavarian cream,false,true,false,false,true,Desserts,,Estrellita,,
398,Order of Chips & Hot Sauce,,false,false,false,false,true,Sides,,Estrellita,,
399,Half Tray of Guacamole,,true,false,true,false,true,Group Sides,,Estrellita,,
400,Half Tray of Black Beans,,false,true,true,false,true,Group Sides,,Estrellita,,
401,Half Tray of Spanish Rice,,true,false,true,false,true,Group Sides,,Estrellita,,
402,Half Tray of Sauteed Veggies,,true,false,true,false,true,Group Sides,,Estrellita,,
403,Half Tray of Garden Salad,,false,true,true,false,true,Group Sides,,Estrellita,,
405,Serving of Scrambled Eggs,,false,true,true,false,true,Breakfast Sides,,Marvin Gardens Catering,,
419,Serving of Guacamole & Chips,,true,false,true,false,true,Sides,,Marvin Gardens Catering,,
420,Serving of Butternut Squash Soup,with Bowls & Spoons,false,true,true,false,true,Sides,,Arguello Catering,,
421,Serving of Clam Chowder,with bowls & spoons,false,false,false,false,true,Sides,,Arguello Catering,,
422,Serving of Chicken Noodle Soup,with bowls & spoons,false,false,false,false,true,Sides,,Arguello Catering,,
426,Individual Bottled Waters,,false,false,false,false,true,Drinks,,Arguello Catering,,
427,Assorted Soda,,false,false,false,false,true,Drinks,,Arguello Catering,,
438,Serving of Potato Salad,,false,true,true,false,true,Sides,,Atlantic Catering,,
439,Serving of Vegan Mixed Green Salad,,true,false,true,false,true,Sides,,Atlantic Catering,,
445,Tray of Sweet Tajadas,Fried plantains,true,false,true,false,true,Sides,,Pica Pica,,
446,Tray of Garlic Coconut Rice,,true,false,true,false,true,Sides,,Pica Pica,,
447,Tray of Black Beans,,true,false,true,false,true,Sides,,Pica Pica,,
448,Individual Bottled Waters,,false,false,false,false,true,Drinks,,Pica Pica,,
449,Soda,,false,false,false,false,true,Drinks,,Pica Pica,,
465,Individual Assorted Breakfast Pastries,,false,true,false,false,true,Breakfast Sides,,Nova Caters + Events,,
466,Individual Yogurt Parfait,"Made with gluten-free granola, dried fruit and honey",false,true,true,false,true,Breakfast Sides,,Nova Caters + Events,,
467,Platter of Seasonal Fresh Fruit,,true,false,true,false,true,Sides of Fruit,,Nova Caters + Events,,
474,Chips & Salsa,,true,false,true,false,true,Sides,,Red Rooster Tacos,,
490,Order of Breakfast Sausage,,false,false,true,false,true,Breakfast Sides,,Arguello Catering,,
491,Order of Breakfast Bacon,,false,false,true,false,true,Breakfast Sides,,Arguello Catering,,
507,Box of Coffee,"Comes with the cups, sugar, and creamer",false,false,false,false,true,Drinks,,Tompkins Square Bagels & Bakery,,
509,"Family Size Order of Yogurt, Granola and berries",,false,true,false,false,true,Sides,,Tompkins Square Bagels & Bakery,,
510,Family Size Order of Fruit Bowl,Made with fresh berries,true,false,true,false,true,Bakery & Desserts,,Tompkins Square Bagels & Bakery,,
511,Platter of Cookies,Fresh baked assorted cookies,false,true,false,false,true,Bakery & Desserts,,Tompkins Square Bagels & Bakery,,
525,Serving of Haricots Vert with Red Onions and Cherry Tomatoes,,true,false,true,false,true,Sides,,Nova Caters + Events,,
526,Serving of Roasted Carrots with Ginger and Cranberries,,true,false,true,false,true,Sides,,Nova Caters + Events,,
527,Serving of Wood-Grilled Portobello Mushrooms,With cheese,false,true,true,false,true,Sides,,Nova Caters + Events,,
528,Serving of Brussels Sprouts,,true,false,true,false,true,Sides,,Nova Caters + Events,,
529,Serving of Roasted Cauliflower,"With capers, raisins, olives",true,false,true,false,true,Sides,,Nova Caters + Events,,
530,Serving of Vegetarian Penne Pasta Salad,"With grilled veggie relish, basil, cheese, balsamic glaze",false,true,false,false,true,Sides,,Nova Caters + Events,,
531,Serving of Cucumber Salad,With honey-rice vinaigrette and sesame seeds,false,true,true,false,true,Sides,,Nova Caters + Events,,
532,Serving of Roasted Garlic-Yukon Gold Potato Puree,,false,true,true,false,true,Sides,,Nova Caters + Events,,
533,Serving of Classic Potato Au Gratin,,false,true,true,false,true,Sides,,Nova Caters + Events,,
534,Serving of Sauteed Spinach,With lemon and EVOO,true,false,true,false,true,Sides,,Nova Caters + Events,,
535,Serving of Macaroni + Vermont Cheddar Cheese,,false,true,false,false,true,Sides,,Nova Caters + Events,,
536,Serving of Oven Roasted Root Vegetable Melange,,true,false,true,false,true,Sides,,Nova Caters + Events,,
537,Serving of Ratatouille,"Eggplant, zucchini, tomato, onion",true,false,true,false,true,Sides,,Nova Caters + Events,,
538,Serving of Quinoa + Kale Salad,"With cucumber, chopped herbs, lemon vinaigrette",true,false,true,false,true,Sides,,Nova Caters + Events,,
539,Serving of Curried Couscous Salad,With currants + mint,true,false,false,false,true,Sides,,Nova Caters + Events,,
540,Platter of Freshly Baked Cookies & Pastries,,false,true,false,false,true,Desserts,,Nova Caters + Events,,
586,3 Pieces of Assorted Fresh Baked Pastries,,false,true,false,false,true,Desserts,,PI Bakerie and Eatery,,
614,Dozen of Assorted Cake Truffles,"Flavors include strawberry shortcake, brooklyn blackout truffle, salty marble truffle, coconut pound cake truffle, and sprinkles cake truffle",false,true,false,false,true,Desserts,,Mini Melanie,,
642,Quart of Guacamole,,true,false,true,false,true,Sides,,Pinks Cantina,,
643,Individual Bottled Waters,,false,false,false,false,true,Drinks,,Pinks Cantina,,
644,Individual Assorted Sodas,,false,false,false,false,true,Drinks,,Pinks Cantina,,
645,Individual Mexican Sodas,Assorted Jarritos,false,false,false,false,true,Drinks,,Pinks Cantina,,
659,Breakfast Pastry,Assorted types,false,true,false,false,true,Breakfast Sides,,Marvin Gardens Catering,,
666,"Serving of Guacamole, Pico de Gallo, and Chips",,true,false,true,false,true,Sides,,Marvin Gardens Catering,,
729,Family size order of Bakhlava,,false,true,false,false,true,Desserts,,Phinix Mediterranean Fusion,,
730,Family Size Order of Assorted Cookies and Brownies,,false,true,false,false,true,Desserts,,Phinix Mediterranean Fusion,,
731,Family size Order of Hummus,,true,false,true,false,true,Sides,,Phinix Mediterranean Fusion,,
732,Family Size Order of Black Bean Salad,,false,true,false,false,true,Sides,,Phinix Mediterranean Fusion,,
733,Tray of Grilled Veggies,,true,false,true,false,true,Sides,,Phinix Mediterranean Fusion,,
734,Family Size Order of Baked Potato Wedges,,false,true,false,false,true,Sides,,Phinix Mediterranean Fusion,,
758,Assorted Can of Soda,,false,false,false,false,true,Drinks,,Cappy's,,
759,Individual Bottled Waters,,false,false,false,false,true,Drinks,,Cappy's,,
760,Two-Liter of Assorted Soda,,false,false,false,false,true,Drinks,,Cappy's,,
761,Individual Bottled Iced Tea,,false,false,false,false,true,Drinks,,Cappy's,,
762,Individual Bottled Orange Juice,,false,false,false,false,true,Drinks,,Cappy's,,
763,Box of Coffee,"with cups, stirrers, cream and sugar",false,false,false,false,true,Drinks,,Cappy's,,
764,Serving of French Fries,Served with ketchup,true,false,true,false,true,Sides,,Cappy's,,
765,Serving of Spicy Curly Fries,Served with ketchup,true,false,true,false,true,Sides,,Cappy's,,
766,Assorted Cookie,,false,true,false,false,true,Desserts,,Cappy's,,
767,Brownie,,false,true,false,false,true,Desserts,,Cappy's,,
768,Bag of Chips,Assorted flavors,false,false,false,false,true,Sides,,Cappy's,,
769,Slice of Cheesecake,,false,true,false,false,true,Desserts,,Cappy's,,
770,Slice of Chocolate Cake,,false,true,false,false,true,Desserts,,Cappy's,,
771,Slice of Red Velvet Cake,,false,true,false,false,true,Desserts,,Cappy's,,
772,Slice of Carrot Cake,,false,true,false,false,true,Desserts,,Cappy's,,
773,Slice of Tiramisu,,false,true,false,false,true,Desserts,,Cappy's,,
774,Order of Buffalo Wings,Served with blue cheese and ranch,false,false,false,false,true,Sides,,Cappy's,,
809,Assorted Sodas,Coke products,false,false,false,false,true,Drinks,,Pennypackers,,
810,Bottled Water,,false,false,false,false,true,Drinks,,Pennypackers,,
899,Order of Vegan Green Garden Side Salad,,true,false,true,false,true,Side Salads,,Cappy's,,
913,Tray of Chocolate Chip Cookies,,false,true,false,false,true,Desserts,,Beyond Sushi,,
914,Individual Bottled Waters,,false,false,false,false,true,Drinks,,Beyond Sushi,,
915,Unsweetened Iced Tea,,false,false,false,false,true,Drinks,,Beyond Sushi,,
952,Yogurt Parfait,"with fruit, granola, & honey",false,true,false,false,true,Sides,,City Chefs-Catering,,
953,Individual Bottled Waters,,false,false,false,false,true,Drinks,,City Chefs-Catering,,
964,Small Tray of Watermelon Jicama Salad,,true,false,true,false,true,Sides,,Costas,,
965,Small Tray of Plantains & Cheese,,false,true,true,false,true,Sides,,Costas,,
966,Individual Bottled Waters,,false,false,false,false,true,Drinks,,Costas,,
967,Coke,,false,false,false,false,true,Drinks,,Costas,,
968,Diet Coke,,false,false,false,false,true,Drinks,,Costas,,
969,Bottle of Fresh Lemonade,,false,false,false,false,true,Drinks,,Costas,,
971,Bottled water,,false,false,false,false,true,Drinks,,Cocina Del Sur,,
973,Serving of Flan,,false,true,true,false,true,Desserts,,Cocina Del Sur,,
974,Tray of Vegan House Salad,,true,false,true,false,true,Sides,,Cocina Del Sur,,
975,Tray of Grilled Corn & Queso,,false,true,true,false,true,Sides,,Cocina Del Sur,,
976,Tray of Sweet Plantains,,true,false,true,false,true,Sides,,Cocina Del Sur,,
987,Tray of Fried Veggie Spring Rolls,,false,true,false,false,true,Sides,,Bamboo Restaurant,,
988,Tray of Veggie Potstickers,,false,true,false,false,true,Sides,,Bamboo Restaurant,,
989,Tray of Pork Potstickers,,false,false,false,false,true,Sides,,Bamboo Restaurant,,
1003,Serving of Side Salad,,false,true,false,false,true,Sides,,Rolling Out Bakery,,
1004,Family Bowl of Arugula Salad,"with goat cheese, pecans, and strawberries",false,true,true,false,true,Salads,,Perfect Picnic,,
1005,Platter of Charcuterie,"﻿Mix of cured meats, cornichon and dilly beans",false,false,false,false,true,Sides,,Perfect Picnic,,
1006,Small Platter of Local Cheese,Assortment of cheese and fruit with crostini,false,true,false,false,true,Sides,,Perfect Picnic,,
1008,Platter of Mediterranean Favorite Appetizers,"Grape leaves, feta, olives, tomato, pepperoncini",false,true,true,false,true,Sides,,Perfect Picnic,,
1009,Box of Coffee,,false,false,false,false,true,Drinks,,Perfect Picnic,,
1010,Pitcher of Fresh Orange Juice,,false,false,false,false,true,Drinks,,Perfect Picnic,,
1023,Serving of Chocolate Covered Fruit,,false,true,true,false,true,Desserts,,Minnie's Bake Shop,,
1029,Tray of Avocado Salad,,true,false,true,false,true,Sides,,Sophie's Cuban,,
1030,Tray of Beets and String Beans Salad,,true,false,true,false,true,Sides,,Sophie's Cuban,,
1032,Tray of House Green Salad,,true,false,true,false,true,Sides,,Sophie's Cuban,,
1033,Tray of Fried Sweet Plantains,,true,false,true,false,true,Sides,,Sophie's Cuban,,
1034,Tray of Yellow Rice,,false,true,true,false,true,Sides,,Sophie's Cuban,,
1035,Tray of Yucca with Garlic,,false,true,true,false,true,Sides,,Sophie's Cuban,,
1036,Individual Bottled Waters,,false,false,false,false,true,Drinks,,Sophie's Cuban,,
1039,Tray of Black Beans,,true,false,true,false,true,Sides,,Cocina Del Sur,,
1040,Tray of Coconut Rice,,true,false,true,false,true,Sides,,Cocina Del Sur,,
1041,Tray of Avocado,,true,false,true,false,true,Sides,,Cocina Del Sur,,
1052,Family Size Order of Guacamole and Chips,,true,false,true,false,true,Catering Sides,,Arguello Catering,,
1066,Platter of Hummus & Pita,,true,false,false,false,true,Sides,,Benvenuto Cafe,,
1068,Platter of Vegan Green Garden Salad,,true,false,true,false,true,Sides,,Trio Café,,
1069,Platter of Fresh Fruit Salad,,true,false,true,false,true,Desserts,,Trio Café,,
1070,Platter of Assorted Cookie,,false,true,false,false,true,Desserts,,Trio Café,,
1074,Dozen of Assorted Whoops,our take on whoopie pie cake!,false,true,false,false,true,Desserts,,Minnie's Bake Shop,,
1075,Dozen of Minnie Cakes,,false,true,false,false,true,Desserts,,Minnie's Bake Shop,,
1076,Dozen of Cookie Sticks,,false,true,false,false,true,Desserts,,Minnie's Bake Shop,,
1077,Dozen of Cake Cups,our take on cupcakes!,false,true,false,false,true,Desserts,,Minnie's Bake Shop,,
1099,Individual Bottled Waters,,false,false,false,false,true,Drinks,,Nova Caters + Events,,
1100,Assorted Soda,,false,false,false,false,true,Drinks,,Nova Caters + Events,,
1101,Tray of Roasted Seasonal Veggies,,true,false,true,false,true,Sides,,Cocina Del Sur,,
1102,Fresh Watermelon Juice,,false,false,false,false,true,Drinks,,Cocina Del Sur,,
1104,Half Gallon of OJ,With cups,false,false,false,false,true,Drinks,,Tompkins Square Bagels & Bakery,,
1105,Dozen of Halloween Themed Cupcakes,,false,true,false,false,true,Themed Desserts,,Marvin Gardens Catering,,
1106,Order of Mini Veggie Empanadas,,false,true,false,false,true,Sides,,Arguello Catering,,
1107,Order of Fruit Skewers,,true,false,true,false,true,Fruit,,Arguello Catering,,
1147,Platter of Fresh Seasonal Fruit,,true,false,true,false,true,Sweets & Fruits ,,Citra Fresh Cafe,,
1148,Tray of Caesar Salad,,false,true,false,false,true,Sides,,Citra Fresh Cafe,,
1150,Individual Cookie,,false,true,false,false,true,Sweets & Fruits ,,Citra Fresh Cafe,,
1151,Individual Brownie,,false,true,false,false,true,Sweets & Fruits ,,Citra Fresh Cafe,,
1152,Assorted Soda,,false,false,false,false,true,Drinks,,Citra Fresh Cafe,,
1153,Bottled Water,,false,false,false,false,true,Drinks,,Citra Fresh Cafe,,
1154,Box of Coffee,,false,false,false,false,true,Drinks,,Citra Fresh Cafe,,
1155,Box of Tea,,false,false,false,false,true,Drinks,,Citra Fresh Cafe,,
1187,Tray of Vegan Green House Salad,,true,false,true,false,true,Sides,,Oasis Restaurant,,
1188,Tray of Vegetarian Caesar Salad,,false,true,false,false,true,Sides,,Oasis Restaurant,,
1189,Serving of Grilled Vegetables,,true,false,true,false,true,Sides,,Oasis Restaurant,,
1190,Serving of White Rice,,true,false,true,false,true,Sides,,Oasis Restaurant,,
1191,Serving of Roasted Potatoes,,true,false,true,false,true,Sides,,Oasis Restaurant,,
1192,Cheese Bread,,false,true,false,false,true,Sides,,Oasis Restaurant,,
1193,Serving of Brazilian Potato Salad,,false,true,true,false,true,Sides,,Oasis Restaurant,,
1194,Serving of Black Beans,,true,false,true,false,true,Sides,,Oasis Restaurant,,
1195,Serving of Mashed Potatoes,,false,true,true,false,true,Sides,,Oasis Restaurant,,
1196,Tray of Flan,,false,true,false,false,true,Desserts,,Oasis Restaurant,,
1197,Serving of Vegetarian Pasta Salad,,false,true,false,false,true,Sides,,Oasis Restaurant,,
1198,Bottled Water,,false,false,false,false,true,Drinks,,Oasis Restaurant,,
1199,Soda,,false,false,false,false,true,Drinks,,Oasis Restaurant,,
1200,Serving of Guacamole,,true,false,true,false,true,Sides,,Oasis Restaurant,,
1201,Box of Coffee,"with the works (milk, sugar, etc.)",false,false,false,false,true,Drinks,,Oasis Restaurant,,
1202,Half Gallon of Orange Juice,,false,false,false,false,true,Drinks,,Oasis Restaurant,,
1203,Box of Hot Chocolate,,false,false,false,false,true,Drinks,,Oasis Restaurant,,
1206,Serving of Seasonal Mixed Fruit,,true,false,true,false,true,Desserts,,Oasis Restaurant,,
1207,Individual Yogurt Parfait with Granola & Fruit,,false,true,false,false,true,Breakfast Sides,,Oasis Restaurant,,
1208,Order of Chocolate Covered Strawberries,,false,true,false,false,true,Desserts,,Oasis Restaurant,,
1209,Order of Churros with Dulce de Leche,,false,true,false,false,true,Desserts,,Oasis Restaurant,,
1250,Side of Chips and Salsa,,true,false,true,false,true,Sides,,Jose's Torta Mexicana,,
1251,Caramel Custard Flan,,false,false,false,false,true,Desserts,,Jose's Torta Mexicana,,
1252,Sopapilla - fried sweet dessert pastry (serves 2),,false,false,false,false,true,Desserts,,Jose's Torta Mexicana,,
1253,Side of Guacamole (serves 1),,false,false,false,false,true,Sides,,Jose's Torta Mexicana,,
1254,Tray of Side Salad with Dressing,,false,false,false,false,true,Sides,,Jose's Torta Mexicana,,
1255,Dozen of Spring Rolls,,false,false,false,false,true,Catering Appetizers ,,Umai,,
1256,Dozen of Pork Gyoza,,false,false,false,false,true,Catering Appetizers ,,Umai,,
1257,Dozen of Shumai,,false,false,false,false,true,Catering Appetizers ,,Umai,,
1258,Small Tray of House Salad,,false,true,true,false,true,Catering Salads & Sides,,Umai,,
1259,Serving of Tiramisu,,false,true,false,false,true,Dessert,,Umai,,
1260,Serving of Cheesecake,,false,true,false,false,true,Dessert,,Umai,,
1261,Assorted Sodas,,false,false,false,false,true,Drinks,,Umai,,
1262,Bottled Water,,false,false,false,false,true,Drinks,,Umai,,
1263,Small Tray of White Rice,,true,false,true,false,true,Catering Rice,,Umai,,
1285,Individual Fresh Fruit Salad,,true,false,true,false,true,Desserts,,Sam Lagrassas,,
1286,Assorted Potato Chip,"an assortment of chips including cape cod original, sweet mesquite bbq, reduced fat, salt and vinegar and plain baked lays",false,true,true,false,true,Sides,,Sam Lagrassas,,
1289,Individual Fudge Brownie,,false,false,false,false,true,Desserts,,Sam Lagrassas,,
1290,Individual Assorted Cookie,,false,false,false,false,true,Desserts,,Sam Lagrassas,,
